id,name,display_name,partisan,first_poll,last_poll,url,notes
1292,Hart/POS,Hart Research Associates/Public Opinion Strategies,,2004-08-25,2025-08-03,http://graphics.wsj.com/wsjnbcpoll/,
1567,Hart/Teeter,Hart Research Associates/Public Opinion Strategies,,1976-10-14,2004-07-21,https://hartresearch.com/,
207,Harte-Hanks,Harte-Hanks,,1994-04-23,1994-10-15,,
656,Hartford Courant,Hartford Courant,,1980-04-30,1992-02-25,,
727,Hartford Times/Decision Research,Hartford Times/Decision Research,,1972-09-30,1972-09-30,,
208,Harvard U.,Harvard University,,2000-03-05,2002-10-27,https://caps.gov.harvard.edu/,
620,Harvard/Saint Anselm College,Harvard/Saint Anselm College,,2011-10-06,2011-10-06,,
209,Hays Research Group,Hays Research Group,,2006-10-25,2022-07-24,https://www.haysresearch.com/,
619,Hays Research Group/Porcaro Communications,Hays Research Group/Porcaro Communications,,2011-06-22,2011-06-22,,
1482,Heart+Mind Strategies,Heart+Mind Strategies,,2012-07-29,2018-11-07,http://heartandmindstrategies.com/,
210,Hellenthal & Associates,Hellenthal & Associates,,2006-10-21,2014-10-21,,
812,Hellenthal/Sam Kito,Hellenthal & Associates,,2008-05-10,2008-05-10,,
211,Hendrix College,Hendrix College,,2010-08-17,2024-09-06,https://www.hendrix.edu/news/news.aspx?id=86521,
212,Hertz Consulting,Hertz Consulting,,1996-10-29,1996-10-29,,
213,Hickman,Hickman Analytics,,2002-01-16,2024-02-18,https://www.hickmananalytics.com/,
214,Hickman-Brown/POS,Hickman-Brown/POS,,2000-06-04,2002-09-18,,
215,Hickman-Maslin,Hickman-Maslin,,1987-06-01,1990-07-19,,
216,Hickman/Brown,Hickman/Brown,,1992-09-03,2002-10-14,,
935,Hicks Evaluation Group,Hicks Evaluation Group,,2014-08-10,2014-08-10,,
217,High Point University,High Point University Survey Research Center,,2010-09-30,2025-09-11,http://www.highpoint.edu/src/hpupoll/,
1337,HighGround,HighGround,,2016-10-14,2024-10-20,http://www.azhighground.com/,
218,Hill Research Consultants,Hill Research Consultants,,1992-09-05,2022-10-30,http://www.hillresearch.com/,
1558,Hodas & Associates,Hodas & Associates,,2019-10-16,2020-08-31,http://www.hodasandassociates.com/,
785,Hoffman Research,Hoffman Research Group,,2008-09-09,2024-07-26,https://hoffmanresearchgroup.com/,
807,Honolulu Civil Beat,Honolulu Civil Beat,,2012-01-19,2012-09-28,,
220,Hotline Bullseye,Polling Company/Global Strategy Group,,2000-03-19,2000-11-05,,
221,Hotline/Diageo,Polling Company/Global Strategy Group,,,,,
223,Hotline/WWORC,Hotline/WWORC,,,,,
222,Hotline/Western Wats,Hotline/Western Wats,,1999-08-31,1999-11-15,,
854,Houston Chronicle,Houston Chronicle,,1996-01-22,1996-10-08,,
224,Howey-Gauge,Howey Politics/DePauw University,,2000-06-15,2008-10-24,https://howeypolitics.com/Content/HPI-Polling/HPI-Polling/45/292,
763,Howey/DePauw,Howey Politics/DePauw University,,2008-10-24,2012-10-30,https://howeypolitics.com/Content/HPI-Polling/HPI-Polling/45/292,
1504,Human Agency,Human Agency,,2019-09-18,2019-12-24,https://humanagency.org/,
1900,Hunt Research,Hunt Research,,2024-10-07,2024-10-22,https://www.hunt-research.com/,
227,IA/MO,IA/MO,,,,,
1758,"IAM, LLC","Island Analytics & Marketing, LLC",,2022-10-31,2022-10-31,https://www.islandanalyticsvi.com/,
229,ICR,ICR,,1994-10-11,2004-10-26,,
1364,IMGE Insights,IMGE Insights,,2017-09-18,2018-07-12,https://imge.com/,https://imge.com/imge-announces-split/
237,INSTAR/TV-13,INSTAR/TV-13,,,,,
1281,IPFW,Indiana University-Purdue University Fort Wayne Mike Downs Center for Indiana Politics,,2016-04-23,2016-04-27,https://www.mikedownscenter.org/,
1723,ISNE,Info Strategy Northeast,,2022-06-30,2022-06-30,https://ktr.agency/news-blog/psp8i8lic46c3l4k73jndshk1kc9d9,
243,IVR Polls,IVR Polls,,2007-05-31,2008-06-04,,
1919,IZQ Strategies,IZQ Strategies,,2024-10-31,2024-10-31,https://www.izqstrategies.com/,
701,Idaho Statesman,Idaho Statesman,,1976-10-16,1980-10-29,,
230,IfByPhone Polling Inc.,CallFire,,2010-08-31,2010-08-31,,
1341,Illinois Public Opinion Strategies,Illinois Public Opinion,,2016-07-26,2018-07-12,http://www.illinoispublicopinion.com/,
830,Illinois Wesleyan U.,Illinois Wesleyan University Department of Political Science,,1998-10-20,2002-10-22,https://www.iwu.edu/political-science/,
936,Impact Management Group,Impact Management Group,,2013-10-24,2020-05-07,https://impactmanagement.com/,
1718,Impact Research,Impact Research,,2022-05-15,2025-08-10,https://impactresearch.com/,
1451,In Lux Research,In Lux Research,,2018-07-29,2018-09-17,http://www.luxresearchinc.com/,
231,Independent Market Research,Independent Market Research,,1992-10-01,1998-10-22,,
901,Independent Research & Communications,Independent Research & Communications,,1990-10-29,1990-10-29,,
786,Indiana Legislative Insight,Indiana Legislative Insight,,2008-06-01,2008-06-01,,
1666,Indiana State U.,Indiana State University Department of Multidisciplinary Studies,,2006-09-21,2006-10-12,https://www.indstate.edu/cas/MultidisciplinaryStudies/sociology/sociology-home,
232,Indiana U.,Indiana University Public Opinion Laboratory,,1984-04-23,2004-10-18,,
233,Indianapolis Star,Indianapolis Star,,1988-04-19,1996-09-07,,
234,Innovative Query,Innovative Query,,1996-09-16,1996-09-16,,
1629,Innovative Research Group,Innovative Research Group,,2020-10-06,2024-06-17,https://innovativeresearch.ca/,
601,Inside Michigan Politics,Marketing Resource Group (MRG),,,,,
235,InsiderAdvantage,InsiderAdvantage,,2004-01-12,2025-09-30,https://insideradvantage.com/,
236,InsiderAdvantage/Majority Opinion,InsiderAdvantage,,2006-10-16,2012-09-24,,
1319,Insights West,Insights West,,2016-09-14,2016-11-07,http://www.insightswest.com/,
1924,Institute for Global Affairs/YouGov,Institute for Global Affairs/YouGov,,2024-08-22,2024-08-22,https://instituteforglobalaffairs.org/,
1306,Integrated Web Strategy,Fose + McKay,,2016-07-29,2016-07-29,https://fosemckay.com/,
238,InterSurvey,InterSurvey,,1999-12-30,1999-12-30,,
1796,Priorities for Progress,Priorities for Progress Research,,2023-03-12,2023-03-12,https://www.prioritiesforprogress.org/,
239,Iona University,Iona University Political Science Department,,2010-10-06,2010-10-20,https://www.iona.edu/academics/school-of-arts-science/departments/political-science.aspx,
240,Iowa State U.,Iowa State University Center for Survey Statistics and Methodology,,2003-11-25,2016-01-22,https://www.cssm.iastate.edu/,
241,Ipsos,Ipsos,,2001-09-30,2025-10-07,https://www.ipsos.com/en-us/news-and-polls/news,
690,Ira Gaffin & Associates,Ira Gaffin & Associates,,1980-10-11,1980-10-11,,
1875,Iron Light,Iron Light,,2024-05-21,2024-08-05,https://ironlight.com/intelligence-insights/,
840,J. Moore Methods,J. Moore Methods,,1998-10-04,2003-09-03,,
1607,J. Wallin Opinion Research,J. Wallin Opinion Research,,,,https://www.jwallin.com/,
1624,J.L. Partners,J.L. Partners,,2020-09-23,2025-09-01,https://www.jlpartners.co.uk/,
621,JMC Analytics,JMC Analytics,,2010-09-17,2025-02-26,https://winwithjmc.com/,
1469,JMC Analytics/Bold Blue Campaigns,JMC Analytics/Bold Blue Campaigns,,2018-10-18,2018-11-24,https://winwithjmc.com/,
245,JMM Research,JMM Research,,2010-09-29,2010-09-29,,
1214,Jacksonville University,Jacksonville University,,2015-09-22,2015-09-22,http://www.ju.edu/ppi/Pages/default.aspx,
1657,Jan Van Lohuizen,Voter/Consumer Research,,2002-10-17,2002-10-17,https://www.reconmr.com/,
1239,Jayhawk Consulting,Jayhawk Consulting Services,,2014-10-26,2022-10-12,,
1540,Jeffrey Stonecash,Jeffrey Stonecash,,2006-10-30,2008-04-27,"https://www.maxwell.syr.edu/psc/Stonecash,_Jeffrey_M_/",
831,Jim Meader,Jim Meader (KELOLAND-TV),,2002-05-01,2002-10-25,,
900,Jim Robinson Associates,Jim Robinson Associates,,1990-10-29,2007-12-12,,
1818,Joe B. Williams,Joe B. Williams Research,,1972-03-17,1972-03-17,https://timesmachine.nytimes.com/timesmachine/1972/03/23/80786308.pdf,
730,John Kraft,John Kraft,,1972-10-16,1972-10-16,,
1705,John Zogby Strategies,John Zogby Strategies,,2021-01-29,2025-10-02,https://johnzogbystrategies.com/,
1582,John Zogby Strategies/EMI Research Solutions,John Zogby Strategies/EMI Research Solutions,,2020-05-26,2020-11-01,https://johnzogbystrategies.com/,
864,Johnson Marketing Research,Johnson Marketing Research,,1994-10-27,1994-10-27,,
905,Johnson Survey Research,Johnson Survey Research,,1991-11-16,1991-11-16,,
1268,Joint Center,Joint Center,,1998-09-27,1998-09-27,http://jointcenter.org/,
1603,Jorge Benítez,Jorge Benítez,,2020-08-03,2020-10-30,https://radioisla.tv/profesor-jorge-benitez-sera-el-encuestador-oficial-de-radio-isla1/,
1324,Just Win Strategies,Just Win Strategies,,2016-09-10,2016-09-10,http://www.justwinstrategies.com/,
1692,KAConsulting LLC,KAConsulting,,2021-09-19,2025-06-27,https://mobile.twitter.com/kaconsultingllc,
721,KAKE-TV,KAKE-TV,,1972-07-22,1972-11-02,,
248,KATU-TV,KATU-TV,,1992-05-07,1992-05-07,,
676,KBTV-TV,KBTV-TV,,1980-09-16,1980-09-16,,
883,KCAL-TV,KCAL-TV,,1992-10-28,1992-10-28,,
249,KELO-TV,Jim Meader (KELOLAND-TV),,2000-10-26,2002-10-11,,
250,KELO-TV (Hein Research),KELO-TV (Hein Research),,1990-05-30,1992-10-09,,
1493,KG Polling,KG Polling,,2017-11-20,2019-12-23,https://kgpolling.wordpress.com/,
678,KIRO-TV,KIRO-TV,,1980-09-16,1980-09-16,,
256,KPC Research,KPC Research,,1988-02-12,2000-10-17,,
257,KRC/Communications Research,KRC Research,,1987-04-16,2006-09-12,http://www.krcresearch.com/who-we-are/our-team/,
884,KTHI-TV,KTHI-TV,,1992-09-25,1992-09-25,,
258,KTHV-TV,KTHV-TV,,1996-10-29,1996-10-29,,
862,KYTV,KYTV,,1998-09-09,1998-09-09,,
800,Kaiser Family Foundation,KFF,,2012-08-05,2024-09-04,https://www.kff.org/polling/,
246,Kansas City Star,Kansas City Star,,1988-10-14,1996-09-23,,
247,Kansas Coordinated Campaign,Kansas Coordinated Campaign,,1992-09-03,1992-09-03,,
1714,Kaplan Strategies,Kaplan Strategies,,2022-05-13,2025-07-27,https://kaplanstrategies.com/,
596,Keating Research,Keating Research,,2011-09-27,2024-10-30,http://keatingresearch.com/,
1457,Keating Research/Magellan Strategies,Keating Research/Magellan Strategies,,2018-09-20,2022-09-26,https://healthiercolorado.org/2018-gubernatorial-health-issues-poll/,
1475,Keating Research/OnSight Public Affairs/Melanson,Keating Research/OnSight Public Affairs/Melanson,,2020-05-03,2021-04-26,http://keatingresearch.com/,
1836,Keating Research/Onsight Public Affairs/Martin Campaigns,Keating Research/Onsight Public Affairs/Martin Campaigns,,2018-10-30,2019-10-14,http://keatingresearch.com/,
1280,Ken Dautrich and Chris Barnes,Ken Dautrich and Chris Barnes,,2004-06-04,2004-07-08,http://example.com/,
917,Key Research,Key Research,,2012-10-13,2012-10-13,,
1584,Kiaer Research,Kiaer Research,,2020-06-07,2020-10-28,https://kiaerresearch.com/,
251,Kielhorn,Kielhorn,,,,,
252,Kiley & Company,Kiley & Company,,2008-10-02,2014-10-24,,
802,Kimball Political Consulting,Kimball Political Consulting,,2012-08-21,2012-11-01,http://www.kimballpc.com/,
253,Kitchens,The Kitchens Group,,1998-05-21,2023-06-15,http://www.thekitchensgroupresearch.com/,
254,Knowledge Networks,Knowledge Networks,,1984-03-30,2010-10-07,,
255,Knox and Associates,Knox and Associates,,1988-08-20,1988-10-27,,
1934,Kreate Strategies,Kreate Strategies,,2025-02-07,2025-08-21,https://www.kstrat.net/,
1207,LA Times/Bloomberg,Los Angeles Times,,2006-01-25,2008-10-27,http://latimes.com,
1916,LIT Data,LIT Data,,2024-09-20,2024-11-04,https://www.litdata.org/index.html,
1481,LJR Custom Strategies,LJR Custom Strategies,,2019-01-17,2019-01-17,http://ljrcustomstrategies.com/,
1616,LOC Wick,LOC Wick,,2020-08-28,2020-10-02,https://www.leftofcenter.org/,
940,Lake Research,Lake Research Partners,,1994-10-24,2025-07-29,http://www.lakeresearch.com/,
261,Lake Research Partners/The Tarrance Group,Lake Research Partners/The Tarrance Group,,1991-12-13,2024-11-18,https://www.tarrance.com/polls/,
1693,Lake Research/Emerson College,Lake Research Partners/Emerson College,,2021-09-24,2021-09-24,https://www.lakeresearch.com/,
1689,Lake Research/Ivan Moore,Lake Research Partners/Ivan Moore,,2002-09-18,2002-09-18,https://www.lakeresearch.com/,
262,Landmark Communications,Landmark Communications,,2010-10-19,2024-07-22,https://landmarkcommunications.net/,
1770,Landmark Communications/Rosetta Stone,Landmark Communications/Rosetta Stone Communications,,2012-02-09,2016-11-06,https://landmarkcommunications.net/landmarkrosetta-stone-releases-final-sunday-poll-of-georgia-voters-for-president-senate/,
263,Las Vegas Review-Journal,Las Vegas Review-Journal,,1996-10-01,1996-10-01,,
1379,Latino Decisions,Latino Decisions,,2016-08-22,2020-10-19,http://www.latinodecisions.com/,
1382,Lauer Johnson Research,Lauer Johnson Research,,2004-07-26,2012-07-31,http://lauerjohnson.com/index.html,
1541,Lauer Lalley Victoria Inc.,"Lauer, Lalley, Victoria",,1998-10-18,1998-10-18,https://marylanddb.com/company/F04450110/lauer-lalley-victoria-inc,
1513,Leach Research Associates,Leach Research Associates,,1984-05-30,1984-06-03,https://tinyurl.com/y5a52f2u,
1575,Leger,Leger,,2020-08-07,2025-09-29,https://leger360.com/us/,
264,Lein/Spiegelhoff,Lein/Spiegelhoff,,2000-03-22,2000-03-22,,
1295,Leland Beatty,Leland Beatty,,2016-06-14,2016-06-14,http://www.lelandbeatty.com/,
923,Leo J. Shapiro and Associates,Leo J. Shapiro and Associates,,1993-02-01,1993-02-01,,
1832,Let's Preserve the American Dream,Let's Preserve the American Dream,REP,2023-10-19,2023-10-19,https://www.lptad.com/,"https://www.orlandosentinel.com/2022/01/20/florida-opens-investigation-into-dark-money-group-key-to-ghost-candidate-scandal/

Possibly connected to Alvarado Strategies; the Executive Director is Alex Alvarado"
712,Lexington Herald-Leader,Lexington Herald-Leader,,1984-10-05,1984-10-05,,
1261,Liberty Opinion Research,Liberty Opinion Research,,2016-03-26,2018-08-30,http://libertyopinionresearch.com/,
1378,Lighthouse Research,Lighthouse Research,,2016-09-03,2024-09-19,https://www.go-lighthouse.com/,
1421,Lincoln Park Strategies,Lincoln Park Strategies,,2015-07-14,2020-08-23,https://lpstrategies.com/,
706,Lincoln Sunday Journal and Star,Lincoln Sunday Journal and Star,,1984-05-10,1984-05-10,,
592,Lindholm Research,Lindholm Research,,2009-09-16,2010-03-03,,
768,Lombardo Consulting Group,Lombardo Consulting Group,,2008-05-28,2008-05-28,,
1639,Long Island University,"Long Island University Steven S. Hornstein Center for Policy, Polling, and Analysis",,2018-01-08,2022-10-26,https://liu.edu/Hornstein,
986,Loras College,Loras College Public Opinion Survey Center,,2014-04-09,2016-11-03,https://www.loras.edu/majors-programs/politics/poll/,
1560,Lord Ashcroft Polls,Lord Ashcroft Polls,,2018-11-30,2025-04-30,https://lordashcroftpolls.com/,
607,Los Angeles Times,Los Angeles Times,,1978-08-16,2011-08-28,https://www.latimes.com/,
1431,Louis Harris & Associates,Louis Harris & Associates,,1964-01-31,1999-06-15,https://ropercenter.cornell.edu/louis-harris/,
1719,Louisiana State University,Louisiana State University Reilly Center for Media and Public Affairs,,2022-03-14,2022-03-14,https://www.lsu.edu/manship/research/centers-labs/rcmpa/research/la_survey.php,
266,Louisville Courier-Journal,Louisville Courier-Journal,,1988-01-29,2007-10-29,,
775,Loyola,Ed Renwick/Loyola University New Orleans,,1987-12-03,2008-10-26,,
1328,Lucid,Lucid,,2016-08-01,2018-10-25,https://luc.id/2016-presidential-tracker/,
1046,Lukens Company,Lukens Company,,2014-10-06,2014-10-07,,
267,Lycoming College,Lycoming College Polling Institute,,2006-09-28,2010-10-21,,
1856,Lyons,Lyons Poll,,1948-08-01,1948-09-01,https://www.trumanlibrary.gov/library/research-files/lyons-poll-data,
1860,M3 Strategies,M3 Strategies,,2024-03-04,2024-11-03,https://www.mthreestrategies.com/,
791,M4 Strategies,M4 Strategies,,2012-07-17,2012-10-28,https://mfour.com/,
1194,MBQF,MBQF Consulting,,2015-07-29,2016-03-08,http://www.mbqfconsulting.com/,
1872,MDW Communications,MDW Communications,,2024-04-24,2025-06-15,https://mdwcommunications.com/,
313,MIRS,Rossman Group,,2007-02-23,2008-01-07,,
326,MRG (Marketing Resource Group),Marketing Resource Group (MRG),,1999-03-16,2025-09-19,https://www.mrgmi.com/,
302,MRG Research (Merriman River Group),MRG Research,,2007-12-07,2021-04-21,https://www.merrimanriver.com/,
576,MRK Research,MRK Research,,1984-01-17,1984-03-06,,
327,MSR Group,MSR Group,,2004-10-20,2020-06-07,https://www.themsrgroup.com/about/,
328,MSU - Billings,Montana State University Billings,,1999-11-22,2024-10-16,https://www.msubillings.edu/class/nams/Polls.htm,
1472,MSU - Bozeman,Montana State University Bozeman Human Ecology Learning and Problem Solving Lab,,2018-10-06,2020-10-02,http://helpslab.montana.edu/,
1037,MTSU,MTSU,,2014-01-26,2016-01-20,,
1621,MWR Strategies,MWR Strategies,,2018-10-31,2018-10-31,http://mwrstrat.com/bios/mm.htm,
268,Macro International,Macro International,,1992-08-24,2008-10-12,,
269,Macro Market Research,Macro Market Research,,1988-09-02,1988-09-02,,
270,Magellan,Magellan Strategies,,2000-02-06,2025-08-12,https://magellanstrategies.com/,
271,Maguire Associates,Maguire Associates,,1991-03-29,1994-10-25,,
272,Maine Center for Public Opinion,Maine Center for Public Opinion,,2010-10-07,2010-10-07,,
4,Maine People's Resource Center,Maine People's Resource Center,,2010-10-30,2022-09-09,https://www.mprc.me/,
792,Majority Opinion Research,Majority Opinion Research,,2012-03-04,2012-03-04,,
274,Mall of New Hampshire Presidential Preference Ballot,Mall of New Hampshire Presidential Preference Ballot,,1987-08-16,1987-08-16,,
275,Manchester Union Leader,Manchester Union Leader,,1980-02-16,1987-11-27,,
1812,Manhattan Institute,Manhattan Institute,,2023-07-20,2024-07-13,https://manhattan.institute/,
276,Manhattanville College,Manhattanville College,,1998-02-27,2009-03-05,,
277,Mansfield U.,Mansfield U.,,1992-10-25,2006-03-07,,
1197,MarblePort,MarblePort Polling,,2015-03-17,2015-11-11,http://thehayride.com/tag/marbleport-polling/,
841,Marian Johnson,Marian Johnson,,1998-07-10,1998-07-10,,
1205,Marist College,Marist College,,1983-03-16,2025-09-26,http://maristpoll.marist.edu/,
661,Maritz/Quality Controlled Services,Maritz/Quality Controlled Services,,1980-06-09,1980-10-03,,
865,Mark Baldassare and Associates,Mark Baldassare and Associates,,1994-03-13,1994-03-13,,
279,Mark Blankenship Enterprises,Mark Blankenship Enterprises,,2008-02-21,2023-11-01,https://web.archive.org/web/20151218172742/http://www.markblankenship.com/,
1846,Mark it Red,Mark it Red,,2023-12-20,2024-03-27,https://web.archive.org/web/20230925231636/http://markitred.com/,
280,Market Decisions,Market Decisions Research,,1996-10-20,2008-10-26,,
663,Market Opinion Research,Market Opinion Research,,1976-02-23,1990-10-28,,
675,Market Research,Market Research,,1980-09-03,1980-09-03,,
281,Market Research Infomatics,Market Research Infomatics,,2004-07-12,2004-07-12,,
282,Market Research Insight,Market Research Insight,,2003-05-24,2019-10-10,,
316,Missourinet,Missourinet,,1988-06-16,1988-10-27,,
3,"Mahoney, Strimple, Goncharenko","Mahoney, Strimple, Goncharenko",,2000-07-27,2002-10-02,,
283,Market Research Institute,Market Research Institute Inc.,,1990-11-02,2004-10-26,https://www.allbiz.com/business/market-research-institute-inc_1y-913-236-6060,
284,Market Shares,Market Shares Corp.,,1988-08-21,2012-10-24,http://marketsharescorp.com/,
285,Market Solutions Group,Market Solutions Group,,2000-01-09,2004-10-19,http://marketsolutionsresearch.com/,
286,Market Strategies,Escalent,,1990-04-04,2002-10-28,,
1436,Market Trends Pacific,Market Trends Pacific,,2002-08-28,2002-10-24,https://www.markettrendspacific.com/,
1438,"MarketAide Services, Inc.",MarketAide Services Inc.,,2002-10-22,2002-10-22,http://www.marketaide.com/,
748,MarketSearch Corp.,MarketSearch Corp.,,1996-02-27,1996-02-27,,
287,Marketing Research Inc.,Marketing Research Inc.,,1995-12-04,2002-10-04,,
1432,Marketing Research Institute,Marketing Research Institute,,2002-04-17,2002-11-21,https://blog.mrii.org/,
288,Marketing Workshop,Marketing Workshop,,1998-09-28,2002-10-29,https://www.mwshop.com/,
1075,Marquette Law School,Marquette University Law School,,2012-01-22,2025-09-24,https://law.marquette.edu/poll/,
778,Marshall Marketing & Communications,Marshall Marketing,,2004-02-25,2008-10-21,https://www.marshallmarketingusa.com/research/,
866,Marttila & Kiley,Marttila & Kiley,,1992-05-01,1994-10-31,,
1471,Mason Strategies,Mason Strategies,,2018-10-20,2018-10-20,http://mason-strategies.com/,
289,Mason-Dixon,Mason-Dixon Polling & Strategy,,1986-10-25,2025-08-06,https://mason-dixon.com/,
1074,Mass Insight/Opinion Dynamics,Mass Insight/Opinion Dynamics,,2012-02-04,2014-08-03,,
290,MassINC Polling Group,MassINC Polling Group,,2010-10-15,2025-08-18,https://www.massincpolling.com/,
291,MassInsight,MassInsight,,2010-07-26,2010-07-26,,
1542,Massie & Associates,Massie & Associates,,1998-10-20,1998-10-25,http://www.massieandassociates.com/,
1247,Master Image,Master Image,,2016-01-25,2016-02-24,http://masterimage.net/,
1700,McCourtney Institute/YouGov,Pennsylvania State University McCourtney Institute for Democracy/YouGov,,2021-12-07,2024-09-27,https://democracy.psu.edu/,
292,McCulloch Research,McCulloch Research,,2000-06-10,2006-11-05,,
293,McKeon & Assocs,McKeon & Associates,,1986-07-02,2016-03-12,http://www.mckeonandassociates.com/,
294,McLaughlin,McLaughlin & Associates,,1992-08-26,2025-09-22,https://mclaughlinonline.com/topics/polls-surveys/,
295,McLaughlin/Bill Knapp/Tom Freedman,McLaughlin/Bill Knapp/Tom Freedman,,2003-10-01,2003-10-01,,
296,Media General Inc.,Media General Inc.,,2010-04-23,2010-04-23,,
297,Media General Research,Media General Research,,1995-11-01,2000-10-18,,
298,Media Research Bureau,Media Research Bureau,,1992-06-21,1992-06-21,,
1231,Meeting Street Insights,Meeting Street Insights,,2015-01-23,2025-08-12,https://meetingst.com/,
299,Mellman,Mellman Group,,1988-10-05,2025-06-10,http://mellmangroup.com/,
1665,Mercury Public Affairs,Mercury Public Affairs,,2006-09-07,2006-10-09,https://www.mercuryllc.com/about/,
1095,Mercyhurst University,Mercyhurst University Center for Applied Politics,,2010-10-05,2016-09-23,http://www.mercyhurst.edu/academics/academic-departments/political-science/center-applied-politics/mcap-polls,
1327,Meredith College,"Meredith College Department of History, Political Science and International Studies",,2016-09-22,2025-04-08,https://www.meredith.edu/meredith-poll/,
1512,Merit Report,Merit Report,,1983-11-17,1983-11-17,https://en.wikipedia.org/wiki/Lester_Frankel,
1258,Merrill Poll,Merrill Poll,,2016-03-11,2016-03-11,https://cronkite.asu.edu/beyond/merrillbio,
301,Merrimack College,Merrimack College,,2004-02-05,2006-09-24,,
1786,Merriman River Group,Merriman River Group,,,,https://www.merrimanriver.com/,
303,Metromark Market Research,Metromark Market Research,,1988-05-18,1988-05-18,,
1793,Metropolitan Research,Metropolitan Research Services,,2023-03-19,2023-03-19,https://metropolitanresearchservices.com/,
885,Meyer Broadcasting/Precision Marketing,Meyer Broadcasting/Precision Marketing,,1992-09-27,1992-09-27,,
304,Miami Herald,Miami Herald,,1986-03-05,1986-10-23,,
653,Miami Herald/Daytona Beach News-Journal/Tampa Tribune,Miami Herald/Daytona Beach News-Journal/Tampa Tribune,,1980-03-04,1980-10-30,,
305,Miami Herald/St. Pete Times,SEA Polling & Strategic Design,,1984-02-09,2008-10-22,,
1918,Miami University (Ohio),Miami University Department of Political Science,,2024-10-30,2024-10-30,https://miamioh.edu/news/2024/11/miami-university-students-conduct-survey-of-ohio-voters.html,
639,Michael Hais,Michael Hais,,1979-04-20,1979-04-20,,
1355,Michigan,Michigan,,,,https://www.michigandaily.com/section/elections/michigan-daily-poll-indicates-students-favoring-clinton,
306,Michigan State University,Michigan State University Institute for Public Policy and Social Research,,1992-03-12,2018-10-22,http://ippsr.msu.edu/survey-research/state-state-survey-soss,
1907,Michigan State University/YouGov,Michigan State University Institute for Public Policy and Social Research/YouGov,,2024-10-10,2024-10-10,https://ippsr.msu.edu/survey-research/office-survey-research-osr,
593,Middle Tennessee State U.,Middle Tennessee State University,,2003-11-08,2018-03-29,http://mtsupoll.org/,
832,Midwest Survey and Research,Midwest Survey and Research,,2002-03-02,2002-10-28,,
868,Mike Donilon,Mike Donilon,,1994-10-31,1994-10-31,,
308,Millersville U.,Millersville University Center for Politics and Public Affairs,,1992-04-04,2002-10-28,,
309,Milwaukee Journal,Milwaukee Journal Sentinel,,1976-03-04,1984-11-03,https://www.jsonline.com/,
310,Milwaukee Journal-Sentinel,Milwaukee Journal-Sentinel,,1988-03-17,1998-10-09,,
311,Milwaukee Sentinel,Milwaukee Sentinel,,1980-10-12,1980-10-12,,
322,Minnesota State U.,Minnesota State University Moorhead Public Affairs Institute,,2000-10-05,2008-10-08,https://www.mnstate.edu/,
677,Minot Daily News,Minot Daily News,,1980-09-16,1980-09-16,,
314,Mississippi State U.,Mississippi State U.,,2000-04-16,2007-04-07,,
315,Missouri State U.,Missouri State University Center for Social Science and Public Policy Research,,2010-08-22,2010-10-27,http://socantcrim.missouristate.edu/cssppr.htm,
317,Mitchell,Mitchell Research & Communications,,1988-09-11,2025-03-13,http://mitchellresearch.net/,
318,Mobile Register,Mobile Register,,1992-10-16,2002-02-07,,
1678,Momentive,Momentive,,2021-06-15,2023-02-28,https://www.momentive.ai/,
319,Momentum Analysis,Momentum Analysis,,2006-04-23,2012-10-01,,
320,Monmouth,Monmouth University Polling Institute,,2005-09-26,2024-12-10,https://www.monmouth.edu/polling-institute/reports/,
1823,Monmouth/WaPo,Monmouth University Polling Institute/The Washington Post,,2023-09-11,2024-01-30,https://www.monmouth.edu/polling-institute/,
1570,Montana State University Bozeman/University of Denver,Montana State University Bozeman/University of Denver,,2020-04-19,2020-04-27,http://helpslab.montana.edu/,
833,Montgomery & Associates,Montgomery & Associates,,2002-05-13,2002-08-08,,
323,Montgomery Advertiser,Montgomery Advertiser,,1996-10-29,1996-10-29,,
1909,Montgomery Research,Montgomery Research,,2024-10-22,2024-10-22,https://1819news.com/news/item/poll-dobson-closes-gap-to-within-five-points-of-figures,
324,Moore Information,Moore Information,,1990-08-02,2024-02-01,https://mooreinformationgroup.com/,
1189,Morning Consult,Morning Consult,,2015-06-08,2025-10-07,http://morningconsult.com/,
1527,Morningside U.,Morningside University Col. Bud Day Center for Civic Engagement,,2020-01-23,2022-04-22,https://www.morningside.edu/campus-life-and-arts/civic-engagement/morningside-poll/,
329,Muhlenberg,Muhlenberg College Institute of Public Opinion,,2002-03-16,2024-10-30,https://www.muhlenberg.edu/aboutus/polling/,
330,Multi-Quest International,Multi-Quest International,,1996-09-08,2019-07-21,http://www.multi-quest.net/home.html,
331,Municipoll,Municipoll,,2010-09-01,2014-09-14,,
1831,Murphy Nasica & Associates,Murphy Nasica & Associates,,2023-10-17,2023-10-17,https://www.murphynasica.com/,
332,Myers,Myers Research,,2008-05-15,2014-09-14,,
1389,Myers Research/Strategic Services,Myers Research/Strategic Services,,2007-11-19,2020-01-08,https://example.com,
1588,Myers/Grove,Grove Insight,,2008-09-19,2008-10-24,https://www.groveinsight.com/,
1278,NEP,NEP,,2010-11-02,2012-11-06,https://en.wikipedia.org/wiki/National_Election_Pool,
